,Bases_sequenced,BamFile,Proportion_Genome_At_10x,primerset
314,11851960,WolbDros-AL-3_S39_L001.Fg_only.bam,0.00302339,WolbDros-AL
315,23767605,WolbDros-AL-3_S39_L001.Fg_only.bam,0.005601121,WolbDros-AL
316,35584349,WolbDros-AL-3_S39_L001.Fg_only.bam,0.01068638,WolbDros-AL
317,47451432,WolbDros-AL-3_S39_L001.Fg_only.bam,0.016044557,WolbDros-AL
318,59282019,WolbDros-AL-3_S39_L001.Fg_only.bam,0.023465391,WolbDros-AL
319,71175330,WolbDros-AL-3_S39_L001.Fg_only.bam,0.031249063,WolbDros-AL
320,83048999,WolbDros-AL-3_S39_L001.Fg_only.bam,0.040454116,WolbDros-AL
321,94897341,WolbDros-AL-3_S39_L001.Fg_only.bam,0.048099752,WolbDros-AL
322,106783035,WolbDros-AL-3_S39_L001.Fg_only.bam,0.058069921,WolbDros-AL
323,118647777,WolbDros-AL-3_S39_L001.Fg_only.bam,0.069208271,WolbDros-AL
324,130486466,WolbDros-AL-3_S39_L001.Fg_only.bam,0.079810251,WolbDros-AL
325,142350486,WolbDros-AL-3_S39_L001.Fg_only.bam,0.091728704,WolbDros-AL
326,154201457,WolbDros-AL-3_S39_L001.Fg_only.bam,0.107246356,WolbDros-AL
327,166071271,WolbDros-AL-3_S39_L001.Fg_only.bam,0.120990833,WolbDros-AL
328,177921209,WolbDros-AL-3_S39_L001.Fg_only.bam,0.13361051,WolbDros-AL
329,189791905,WolbDros-AL-3_S39_L001.Fg_only.bam,0.147237459,WolbDros-AL
330,10582,WolbDros-HG-1_S31_L001.Fg_only.bam,0.000178264,WolbDros-HG
331,10207454,WolbDros-HG-1_S31_L001.Fg_only.bam,0.001310951,WolbDros-HG
332,20432151,WolbDros-HG-1_S31_L001.Fg_only.bam,0.001739258,WolbDros-HG
333,30592509,WolbDros-HG-1_S31_L001.Fg_only.bam,0.001979836,WolbDros-HG
334,40797860,WolbDros-HG-1_S31_L001.Fg_only.bam,0.002120238,WolbDros-HG
335,51065500,WolbDros-HG-1_S31_L001.Fg_only.bam,0.002414453,WolbDros-HG
336,61221620,WolbDros-HG-1_S31_L001.Fg_only.bam,0.002380535,WolbDros-HG
337,71436307,WolbDros-HG-1_S31_L001.Fg_only.bam,0.002599816,WolbDros-HG
338,81646220,WolbDros-HG-1_S31_L001.Fg_only.bam,0.002824618,WolbDros-HG
339,91893391,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003002882,WolbDros-HG
340,102043093,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003193767,WolbDros-HG
341,112235056,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003222952,WolbDros-HG
342,122498282,WolbDros-HG-1_S31_L001.Fg_only.bam,0.00342409,WolbDros-HG
343,132685362,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003525054,WolbDros-HG
344,142849635,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003771942,WolbDros-HG
345,153074738,WolbDros-HG-1_S31_L001.Fg_only.bam,0.00378614,WolbDros-HG
346,163310037,WolbDros-HG-1_S31_L001.Fg_only.bam,0.003919444,WolbDros-HG
347,173493707,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004022774,WolbDros-HG
348,183688441,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004261774,WolbDros-HG
349,193924329,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004422685,WolbDros-HG
350,204115119,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004649064,WolbDros-HG
351,214337137,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004732675,WolbDros-HG
352,224521497,WolbDros-HG-1_S31_L001.Fg_only.bam,0.004976408,WolbDros-HG
353,234712973,WolbDros-HG-1_S31_L001.Fg_only.bam,0.005158616,WolbDros-HG
354,10905,WolbDros-HG-2_S32_L001.Fg_only.bam,0,WolbDros-HG
355,10104136,WolbDros-HG-2_S32_L001.Fg_only.bam,0.000839261,WolbDros-HG
356,20249933,WolbDros-HG-2_S32_L001.Fg_only.bam,0.001655647,WolbDros-HG
357,30366533,WolbDros-HG-2_S32_L001.Fg_only.bam,0.002143902,WolbDros-HG
358,40431254,WolbDros-HG-2_S32_L001.Fg_only.bam,0.002554067,WolbDros-HG
359,50526865,WolbDros-HG-2_S32_L001.Fg_only.bam,0.002753628,WolbDros-HG
360,60704247,WolbDros-HG-2_S32_L001.Fg_only.bam,0.002768615,WolbDros-HG
361,70807127,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003090437,WolbDros-HG
362,80890948,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003227684,WolbDros-HG
363,91002856,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003289998,WolbDros-HG
364,101126969,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003405948,WolbDros-HG
365,111284918,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003458797,WolbDros-HG
366,121306709,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003659935,WolbDros-HG
367,131481590,WolbDros-HG-2_S32_L001.Fg_only.bam,0.003828734,WolbDros-HG
368,141583711,WolbDros-HG-2_S32_L001.Fg_only.bam,0.004278338,WolbDros-HG
369,151688373,WolbDros-HG-2_S32_L001.Fg_only.bam,0.00439981,WolbDros-HG
370,161784954,WolbDros-HG-2_S32_L001.Fg_only.bam,0.004363526,WolbDros-HG
371,171873966,WolbDros-HG-2_S32_L001.Fg_only.bam,0.004484998,WolbDros-HG
372,181997994,WolbDros-HG-2_S32_L001.Fg_only.bam,0.004711378,WolbDros-HG
373,192119141,WolbDros-HG-2_S32_L001.Fg_only.bam,0.004966942,WolbDros-HG
374,11410,WolbDros-HG-3_S33_L001.Fg_only.bam,0.000169588,WolbDros-HG
375,11669903,WolbDros-HG-3_S33_L001.Fg_only.bam,0.004640388,WolbDros-HG
376,23331148,WolbDros-HG-3_S33_L001.Fg_only.bam,0.006042048,WolbDros-HG
377,35019364,WolbDros-HG-3_S33_L001.Fg_only.bam,0.006748006,WolbDros-HG
378,46728821,WolbDros-HG-3_S33_L001.Fg_only.bam,0.007579379,WolbDros-HG
379,58378311,WolbDros-HG-3_S33_L001.Fg_only.bam,0.00832793,WolbDros-HG
380,70040227,WolbDros-HG-3_S33_L001.Fg_only.bam,0.009627838,WolbDros-HG
381,81727423,WolbDros-HG-3_S33_L001.Fg_only.bam,0.010545188,WolbDros-HG
382,10114,WolbDros-HS-1_S34_L001.Fg_only.bam,0.000213759,WolbDros-HS
383,10125259,WolbDros-HS-1_S34_L001.Fg_only.bam,0.001732948,WolbDros-HS
384,10445,WolbDros-HS-2_S35_L001.Fg_only.bam,0.000162489,WolbDros-HS
385,10379674,WolbDros-HS-2_S35_L001.Fg_only.bam,0.002507529,WolbDros-HS
386,20735967,WolbDros-HS-2_S35_L001.Fg_only.bam,0.00290744,WolbDros-HS
387,31145570,WolbDros-HS-2_S35_L001.Fg_only.bam,0.003099902,WolbDros-HS
388,41479023,WolbDros-HS-2_S35_L001.Fg_only.bam,0.003383863,WolbDros-HS
389,10638,WolbDros-HS-3_S36_L001.Fg_only.bam,0.000196406,WolbDros-HS
390,10759188,WolbDros-HS-3_S36_L001.Fg_only.bam,0.001601222,WolbDros-HS
391,21498814,WolbDros-HS-3_S36_L001.Fg_only.bam,0.002238555,WolbDros-HS
392,32228042,WolbDros-HS-3_S36_L001.Fg_only.bam,0.002760727,WolbDros-HS
393,42981050,WolbDros-HS-3_S36_L001.Fg_only.bam,0.003125932,WolbDros-HS
394,12031,WolbDros-SG-1_S25_L001.Fg_only.bam,0,WolbDros-SG
395,12428213,WolbDros-SG-1_S25_L001.Fg_only.bam,0.021683539,WolbDros-SG
396,24845524,WolbDros-SG-1_S25_L001.Fg_only.bam,0.122118787,WolbDros-SG
397,37279498,WolbDros-SG-1_S25_L001.Fg_only.bam,0.26247257,WolbDros-SG
398,49715245,WolbDros-SG-1_S25_L001.Fg_only.bam,0.401744148,WolbDros-SG
399,62132810,WolbDros-SG-1_S25_L001.Fg_only.bam,0.522697909,WolbDros-SG
400,74501178,WolbDros-SG-1_S25_L001.Fg_only.bam,0.611562556,WolbDros-SG
401,86990737,WolbDros-SG-1_S25_L001.Fg_only.bam,0.684441016,WolbDros-SG
402,99428743,WolbDros-SG-1_S25_L001.Fg_only.bam,0.741604629,WolbDros-SG
403,111782230,WolbDros-SG-1_S25_L001.Fg_only.bam,0.784339106,WolbDros-SG
404,124303924,WolbDros-SG-1_S25_L001.Fg_only.bam,0.819955639,WolbDros-SG
405,136667238,WolbDros-SG-1_S25_L001.Fg_only.bam,0.849033982,WolbDros-SG
406,149104876,WolbDros-SG-1_S25_L001.Fg_only.bam,0.868330675,WolbDros-SG
407,161501996,WolbDros-SG-1_S25_L001.Fg_only.bam,0.887382847,WolbDros-SG
408,173910229,WolbDros-SG-1_S25_L001.Fg_only.bam,0.901709442,WolbDros-SG
409,186316357,WolbDros-SG-1_S25_L001.Fg_only.bam,0.912488109,WolbDros-SG
410,198768262,WolbDros-SG-1_S25_L001.Fg_only.bam,0.92363277,WolbDros-SG
411,211207704,WolbDros-SG-1_S25_L001.Fg_only.bam,0.93159865,WolbDros-SG
412,12510,WolbDros-SG-2_S26_L001.Fg_only.bam,0,WolbDros-SG
413,12476316,WolbDros-SG-2_S26_L001.Fg_only.bam,0.007594366,WolbDros-SG
414,24936718,WolbDros-SG-2_S26_L001.Fg_only.bam,0.066442022,WolbDros-SG
415,37393789,WolbDros-SG-2_S26_L001.Fg_only.bam,0.162337847,WolbDros-SG
416,49865387,WolbDros-SG-2_S26_L001.Fg_only.bam,0.275428268,WolbDros-SG
417,62279569,WolbDros-SG-2_S26_L001.Fg_only.bam,0.37721785,WolbDros-SG
418,74756454,WolbDros-SG-2_S26_L001.Fg_only.bam,0.472458987,WolbDros-SG
419,87229418,WolbDros-SG-2_S26_L001.Fg_only.bam,0.54953533,WolbDros-SG
420,99667591,WolbDros-SG-2_S26_L001.Fg_only.bam,0.616432478,WolbDros-SG
421,112106356,WolbDros-SG-2_S26_L001.Fg_only.bam,0.672656655,WolbDros-SG
422,124584462,WolbDros-SG-2_S26_L001.Fg_only.bam,0.716429165,WolbDros-SG
423,137028149,WolbDros-SG-2_S26_L001.Fg_only.bam,0.754728337,WolbDros-SG
424,12118,WolbDros-SG-3_S27_L001.Fg_only.bam,0,WolbDros-SG
425,12384132,WolbDros-SG-3_S27_L001.Fg_only.bam,0.013219938,WolbDros-SG
426,24729337,WolbDros-SG-3_S27_L001.Fg_only.bam,0.094436583,WolbDros-SG
427,37093908,WolbDros-SG-3_S27_L001.Fg_only.bam,0.208660479,WolbDros-SG
428,49473884,WolbDros-SG-3_S27_L001.Fg_only.bam,0.333719046,WolbDros-SG
429,61825765,WolbDros-SG-3_S27_L001.Fg_only.bam,0.447896405,WolbDros-SG
430,74235506,WolbDros-SG-3_S27_L001.Fg_only.bam,0.546933937,WolbDros-SG
431,86569620,WolbDros-SG-3_S27_L001.Fg_only.bam,0.624090735,WolbDros-SG
432,98921956,WolbDros-SG-3_S27_L001.Fg_only.bam,0.687757043,WolbDros-SG
433,111274667,WolbDros-SG-3_S27_L001.Fg_only.bam,0.742049501,WolbDros-SG
434,123682760,WolbDros-SG-3_S27_L001.Fg_only.bam,0.782698445,WolbDros-SG
435,136030249,WolbDros-SG-3_S27_L001.Fg_only.bam,0.80879047,WolbDros-SG
436,148367476,WolbDros-SG-3_S27_L001.Fg_only.bam,0.838166183,WolbDros-SG
437,160772691,WolbDros-SG-3_S27_L001.Fg_only.bam,0.860488633,WolbDros-SG
438,173105171,WolbDros-SG-3_S27_L001.Fg_only.bam,0.880178927,WolbDros-SG
439,185523975,WolbDros-SG-3_S27_L001.Fg_only.bam,0.893677304,WolbDros-SG
440,197824603,WolbDros-SG-3_S27_L001.Fg_only.bam,0.906890932,WolbDros-SG
441,210220901,WolbDros-SG-3_S27_L001.Fg_only.bam,0.91643516,WolbDros-SG
442,222578812,WolbDros-SG-3_S27_L001.Fg_only.bam,0.924733117,WolbDros-SG
443,234940342,WolbDros-SG-3_S27_L001.Fg_only.bam,0.933755172,WolbDros-SG
444,247317686,WolbDros-SG-3_S27_L001.Fg_only.bam,0.939075488,WolbDros-SG
445,259689549,WolbDros-SG-3_S27_L001.Fg_only.bam,0.944746021,WolbDros-SG
446,11153,WolbDros-SS-1_S28_L001.Fg_only.bam,0.000114373,WolbDros-SS
447,11052638,WolbDros-SS-1_S28_L001.Fg_only.bam,0.005302173,WolbDros-SS
448,22095287,WolbDros-SS-1_S28_L001.Fg_only.bam,0.007201554,WolbDros-SS
449,33152137,WolbDros-SS-1_S28_L001.Fg_only.bam,0.009106455,WolbDros-SS
450,44240572,WolbDros-SS-1_S28_L001.Fg_only.bam,0.012357803,WolbDros-SS
451,55297622,WolbDros-SS-1_S28_L001.Fg_only.bam,0.015249467,WolbDros-SS
452,66285075,WolbDros-SS-1_S28_L001.Fg_only.bam,0.01759293,WolbDros-SS
453,77352143,WolbDros-SS-1_S28_L001.Fg_only.bam,0.022081083,WolbDros-SS
454,88402135,WolbDros-SS-1_S28_L001.Fg_only.bam,0.02692261,WolbDros-SS
455,99451053,WolbDros-SS-1_S28_L001.Fg_only.bam,0.033222589,WolbDros-SS
456,110531777,WolbDros-SS-1_S28_L001.Fg_only.bam,0.040067614,WolbDros-SS
457,11540,WolbDros-SS-2_S29_L001.Fg_only.bam,0.000100175,WolbDros-SS
458,11734006,WolbDros-SS-2_S29_L001.Fg_only.bam,0.003578691,WolbDros-SS
459,23449774,WolbDros-SS-2_S29_L001.Fg_only.bam,0.005739946,WolbDros-SS
460,35163570,WolbDros-SS-2_S29_L001.Fg_only.bam,0.008473066,WolbDros-SS
461,46833645,WolbDros-SS-2_S29_L001.Fg_only.bam,0.01232073,WolbDros-SS
462,58610327,WolbDros-SS-2_S29_L001.Fg_only.bam,0.017783815,WolbDros-SS
463,70327304,WolbDros-SS-2_S29_L001.Fg_only.bam,0.027679049,WolbDros-SS
464,82015911,WolbDros-SS-2_S29_L001.Fg_only.bam,0.037972617,WolbDros-SS
465,93746483,WolbDros-SS-2_S29_L001.Fg_only.bam,0.052276338,WolbDros-SS
466,10265,WolbDros-SS-3_S30_L001.Fg_only.bam,0.00014198,WolbDros-SS
467,10243516,WolbDros-SS-3_S30_L001.Fg_only.bam,0.004552833,WolbDros-SS
468,20489403,WolbDros-SS-3_S30_L001.Fg_only.bam,0.006311022,WolbDros-SS
469,30724852,WolbDros-SS-3_S30_L001.Fg_only.bam,0.007250458,WolbDros-SS
470,40916112,WolbDros-SS-3_S30_L001.Fg_only.bam,0.00816623,WolbDros-SS
471,51147227,WolbDros-SS-3_S30_L001.Fg_only.bam,0.008795676,WolbDros-SS
472,61398993,WolbDros-SS-3_S30_L001.Fg_only.bam,0.009989099,WolbDros-SS
473,71660370,WolbDros-SS-3_S30_L001.Fg_only.bam,0.011393126,WolbDros-SS
474,81891296,WolbDros-SS-3_S30_L001.Fg_only.bam,0.01320574,WolbDros-SS
475,13075,WolbDros-UA-1_S97_L001.Fg_only.bam,0,WolbDros-UA
476,12502691,WolbDros-UA-1_S97_L001.Fg_only.bam,0,WolbDros-UA
477,24987037,WolbDros-UA-1_S97_L001.Fg_only.bam,0,WolbDros-UA
478,37473038,WolbDros-UA-1_S97_L001.Fg_only.bam,0.000567132,WolbDros-UA
479,0,WbD-20-sg-1_S2_L001.Fg_only.bam,0,WbD
631,0,WbD-20-sg-2_S3_L001.Fg_only.bam,0,WbD
1361,0,WbD-20-sg-3_S4_L001.Fg_only.bam,0,WbD
2511,0,WbDros-Un_S1_L001.Fg_only.bam,0,WbDros-Un_S1_L001.Fg_only.bam
2831,0,WolbDros-AL-1_S37_L001.Fg_only.bam,0,WolbDros-AL
3001,0,WolbDros-AL-2_S38_L001.Fg_only.bam,0,WolbDros-AL
3131,0,WolbDros-AL-3_S39_L001.Fg_only.bam,0,WolbDros-AL
3301,0,WolbDros-HG-1_S31_L001.Fg_only.bam,0,WolbDros-HG
3541,0,WolbDros-HG-2_S32_L001.Fg_only.bam,0,WolbDros-HG
3741,0,WolbDros-HG-3_S33_L001.Fg_only.bam,0,WolbDros-HG
3821,0,WolbDros-HS-1_S34_L001.Fg_only.bam,0,WolbDros-HS
3841,0,WolbDros-HS-2_S35_L001.Fg_only.bam,0,WolbDros-HS
3891,0,WolbDros-HS-3_S36_L001.Fg_only.bam,0,WolbDros-HS
3941,0,WolbDros-SG-1_S25_L001.Fg_only.bam,0,WolbDros-SG
4121,0,WolbDros-SG-2_S26_L001.Fg_only.bam,0,WolbDros-SG
4241,0,WolbDros-SG-3_S27_L001.Fg_only.bam,0,WolbDros-SG
4461,0,WolbDros-SS-1_S28_L001.Fg_only.bam,0,WolbDros-SS
4571,0,WolbDros-SS-2_S29_L001.Fg_only.bam,0,WolbDros-SS
4661,0,WolbDros-SS-3_S30_L001.Fg_only.bam,0,WolbDros-SS
4751,0,WolbDros-UA-1_S97_L001.Fg_only.bam,0,WolbDros-UA
1100,0,WbD-20-sg-1_S2_L001.Fg_only.bam,0,WbD
632,0,WbD-20-sg-2_S3_L001.Fg_only.bam,0,WbD
1362,0,WbD-20-sg-3_S4_L001.Fg_only.bam,0,WbD
2512,0,WbDros-Un_S1_L001.Fg_only.bam,0,WbDros-Un_S1_L001.Fg_only.bam
2832,0,WolbDros-AL-1_S37_L001.Fg_only.bam,0,WolbDros-AL
3002,0,WolbDros-AL-2_S38_L001.Fg_only.bam,0,WolbDros-AL
3132,0,WolbDros-AL-3_S39_L001.Fg_only.bam,0,WolbDros-AL
3302,0,WolbDros-HG-1_S31_L001.Fg_only.bam,0,WolbDros-HG
3542,0,WolbDros-HG-2_S32_L001.Fg_only.bam,0,WolbDros-HG
3742,0,WolbDros-HG-3_S33_L001.Fg_only.bam,0,WolbDros-HG
3822,0,WolbDros-HS-1_S34_L001.Fg_only.bam,0,WolbDros-HS
3842,0,WolbDros-HS-2_S35_L001.Fg_only.bam,0,WolbDros-HS
3892,0,WolbDros-HS-3_S36_L001.Fg_only.bam,0,WolbDros-HS
3942,0,WolbDros-SG-1_S25_L001.Fg_only.bam,0,WolbDros-SG
4122,0,WolbDros-SG-2_S26_L001.Fg_only.bam,0,WolbDros-SG
4242,0,WolbDros-SG-3_S27_L001.Fg_only.bam,0,WolbDros-SG
4462,0,WolbDros-SS-1_S28_L001.Fg_only.bam,0,WolbDros-SS
4572,0,WolbDros-SS-2_S29_L001.Fg_only.bam,0,WolbDros-SS
4662,0,WolbDros-SS-3_S30_L001.Fg_only.bam,0,WolbDros-SS
4752,0,WolbDros-UA-1_S97_L001.Fg_only.bam,0,WolbDros-UA
