,bases_sequenced,File_name,Proportion_genome_covered_10x,primerset
320,906156706,1558358-merged-Reseq.bam,0.379025472,1558358
321,918444610,1558358-merged-Reseq.bam,0.383578312,1558358
322,930638361,1558358-merged-Reseq.bam,0.388736838,1558358
323,942842209,1558358-merged-Reseq.bam,0.395021276,1558358
324,955154501,1558358-merged-Reseq.bam,0.399664788,1558358
325,967382953,1558358-merged-Reseq.bam,0.404542685,1558358
326,979544006,1558358-merged-Reseq.bam,0.410729198,1558358
327,991888787,1558358-merged-Reseq.bam,0.415099788,1558358
328,1004116480,1558358-merged-Reseq.bam,0.420639587,1558358
329,1016321946,1558358-merged-Reseq.bam,0.4249288,1558358
330,1028630929,1558358-merged-Reseq.bam,0.429937264,1558358
331,1040870589,1558358-merged-Reseq.bam,0.436318268,1558358
332,1053089746,1558358-merged-Reseq.bam,0.439617802,1558358
333,1065327431,1558358-merged-Reseq.bam,0.445927401,1558358
334,1077590005,1558358-merged-Reseq.bam,0.450190773,1558358
335,1089848026,1558358-merged-Reseq.bam,0.454761974,1558358
336,1102084399,1558358-merged-Reseq.bam,0.459036679,1558358
337,1114281477,1558358-merged-Reseq.bam,0.463863121,1558358
338,1126546673,1558358-merged-Reseq.bam,0.469061995,1558358
339,1138776842,1558358-merged-Reseq.bam,0.473030004,1558358
340,1151036603,1558358-merged-Reseq.bam,0.477736532,1558358
341,1163314070,1558358-merged-Reseq.bam,0.481853469,1558358
342,1175571799,1558358-merged-Reseq.bam,0.487011315,1558358
343,1187765539,1558358-merged-Reseq.bam,0.491457616,1558358
344,1200009134,1558358-merged-Reseq.bam,0.495564353,1558358
345,1212271098,1558358-merged-Reseq.bam,0.499862406,1558358
346,12223,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0,1951361
347,12448387,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.000234612,1951361
348,24862127,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.00057735,1951361
349,37264376,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.000925302,1951361
350,49691210,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.001387953,1951361
351,62124375,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.002302148,1951361
352,74596564,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.003209089,1951361
353,86976630,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.004149579,1951361
354,99448873,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.005139711,1951361
355,111849907,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.006157725,1951361
356,124282083,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.00719546,1951361
357,136705914,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.008393003,1951361
358,149119841,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.009706152,1951361
359,161565889,1951361-A_S5_L001_MTBH37RV.fasta.sam.bam,0.010962405,1951361
360,12730,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0,1951361
361,12755018,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.000125353,1951361
362,25485979,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.000299669,1951361
363,38223683,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.000472172,1951361
364,50947123,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.000748493,1951361
365,63692940,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.001066523,1951361
366,76417912,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.00139702,1951361
367,89160334,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.001894353,1951361
368,101914690,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.00239622,1951361
369,114657075,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.002748252,1951361
370,127409466,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.003129752,1951361
371,140101189,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.003511705,1951361
372,152851743,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.004260198,1951361
373,165595598,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.004740757,1951361
374,178324658,1951361-B_S17_L001_MTBH37RV.fasta.sam.bam,0.005355282,1951361
375,12342,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0,1951361
376,12618087,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.000122406,1951361
377,25249002,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.000288562,1951361
378,37833535,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.00056851,1951361
379,50467774,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.001025041,1951361
380,63092131,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.001542775,1951361
381,75696072,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.002251599,1951361
382,88302088,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.002884712,1951361
383,100917389,1951361-C_S29_L001_MTBH37RV.fasta.sam.bam,0.003602377,1951361
384,12847,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0,4690256
385,12250985,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.000681169,4690256
386,24497949,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.001716864,4690256
387,36717030,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.003067415,4690256
388,48988212,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.004161593,4690256
389,61240425,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.005576294,4690256
390,73460664,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.006737795,4690256
391,85704077,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.008004249,4690256
392,97934404,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.009554051,4690256
393,110151693,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.010972832,4690256
394,122390274,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.012425842,4690256
395,134679832,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.014121398,4690256
396,146896639,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.015331862,4690256
397,159142014,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.016855596,4690256
398,171373378,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.018329007,4690256
399,183642149,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.02022744,4690256
400,195847491,4690256-A-Reseq_S4_L001_MTBH37RV.fasta.bam,0.021621967,4690256
401,13139,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0,4690256
402,12709321,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.00088178,4690256
403,25411810,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.001875312,4690256
404,38109941,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.002847764,4690256
405,50803431,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.004095629,4690256
406,63490371,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.005417619,4690256
407,76175100,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.006239102,4690256
408,88881970,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.008230021,4690256
409,101574433,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.009617294,4690256
410,114258691,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.011191124,4690256
411,126997486,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.0128826,4690256
412,139691965,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.013994005,4690256
413,152331737,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.015944348,4690256
414,165042848,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.016977322,4690256
415,177740016,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.019552165,4690256
416,190376057,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.020871661,4690256
417,203125240,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.022991786,4690256
418,215836954,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.024956183,4690256
419,228535713,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.027154739,4690256
420,241213061,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.028744209,4690256
421,253954117,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.030724247,4690256
422,266603444,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.032758235,4690256
423,279255320,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.034806049,4690256
424,291996868,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.037243751,4690256
425,304680557,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.039634304,4690256
426,317369425,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.042149757,4690256
427,330035446,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.044086272,4690256
428,342773920,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.046939476,4690256
429,355450121,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.048769906,4690256
430,368151901,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.051675926,4690256
431,380878290,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.053606321,4690256
432,393529588,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.056851905,4690256
433,406170228,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.059064969,4690256
434,418912134,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.061589489,4690256
435,431649923,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.064359955,4690256
436,444302892,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.067134048,4690256
437,457015734,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.069606432,4690256
438,469703173,4690256-B-Reseq_S5_L001_MTBH37RV.fasta.bam,0.072429034,4690256
439,13243,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0,4690256
440,12953342,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.001402234,4690256
441,25917439,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.002737371,4690256
442,38865419,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.004335682,4690256
443,51797570,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.005610523,4690256
444,64779908,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.007154884,4690256
445,77690954,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.008820292,4690256
446,90636296,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.010330878,4690256
447,103605058,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.01218919,4690256
448,116580140,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.0131494,4690256
449,129534080,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.015672787,4690256
450,142491908,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.017652144,4690256
451,155381727,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.019439279,4690256
452,168415318,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.021821218,4690256
453,181362570,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.023781081,4690256
454,194284186,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.026694808,4690256
455,207184638,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.029192806,4690256
456,220171924,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.031413577,4690256
457,233144995,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.034108559,4690256
458,246018018,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.036931161,4690256
459,259067754,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.039965708,4690256
460,271925130,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.042943812,4690256
461,284969167,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.045467198,4690256
462,297853333,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.048205476,4690256
463,310806744,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.051221888,4690256
464,323795486,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.053525623,4690256
465,336705461,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.057051156,4690256
466,349638229,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.059847237,4690256
467,362657027,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.062497337,4690256
468,375618300,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.065675144,4690256
469,388555101,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.068865872,4690256
470,401525702,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.072848843,4690256
471,414425253,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.074978035,4690256
472,427379588,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.078343079,4690256
473,440386520,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.081907147,4690256
474,453323374,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.085047326,4690256
475,466271232,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.087776763,4690256
476,479217722,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.091495426,4690256
477,492146795,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.094660086,4690256
478,505087902,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.098276744,4690256
479,518027559,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.102061823,4690256
480,531011178,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.104723937,4690256
481,543955448,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.108692173,4690256
482,556901952,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.112627767,4690256
483,569849291,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.115840257,4690256
484,582805271,4690256-C-Reseq_S6_L001_MTBH37RV.fasta.bam,0.119459408,4690256
485,12360,4690256-merged-Reseq.bam,0,4690256
486,12741742,4690256-merged-Reseq.bam,0.001312696,4690256
487,25475773,4690256-merged-Reseq.bam,0.002161834,4690256
488,38235327,4690256-merged-Reseq.bam,0.003467956,4690256
489,50975974,4690256-merged-Reseq.bam,0.004978996,4690256
490,63684937,4690256-merged-Reseq.bam,0.006259504,4690256
491,76414922,4690256-merged-Reseq.bam,0.007904964,4690256
492,89155714,4690256-merged-Reseq.bam,0.009294504,4690256
493,101880217,4690256-merged-Reseq.bam,0.010746834,4690256
494,114669323,4690256-merged-Reseq.bam,0.01257069,4690256
495,127322224,4690256-merged-Reseq.bam,0.014245165,4690256
496,140102017,4690256-merged-Reseq.bam,0.015952281,4690256
497,152793976,4690256-merged-Reseq.bam,0.017382397,4690256
498,165538006,4690256-merged-Reseq.bam,0.020087353,4690256
499,178265081,4690256-merged-Reseq.bam,0.021342926,4690256
500,190968186,4690256-merged-Reseq.bam,0.023351298,4690256
501,203760905,4690256-merged-Reseq.bam,0.025883525,4690256
502,216471250,4690256-merged-Reseq.bam,0.027907992,4690256
503,229231836,4690256-merged-Reseq.bam,0.030852321,4690256
504,241894091,4690256-merged-Reseq.bam,0.033051783,4690256
505,254639699,4690256-merged-Reseq.bam,0.034957697,4690256
506,267408646,4690256-merged-Reseq.bam,0.037253498,4690256
507,280215988,4690256-merged-Reseq.bam,0.040273764,4690256
508,292881329,4690256-merged-Reseq.bam,0.042316592,4690256
509,305631587,4690256-merged-Reseq.bam,0.044866047,4690256
510,318366874,4690256-merged-Reseq.bam,0.048062668,4690256
511,331191371,4690256-merged-Reseq.bam,0.050627084,4690256
512,343814198,4690256-merged-Reseq.bam,0.053646896,4690256
513,356491012,4690256-merged-Reseq.bam,0.056099559,4690256
514,369201982,4690256-merged-Reseq.bam,0.057954017,4690256
515,381939840,4690256-merged-Reseq.bam,0.060388999,4690256
516,394836347,4690256-merged-Reseq.bam,0.063647957,4690256
517,407463575,4690256-merged-Reseq.bam,0.066930037,4690256
518,420223885,4690256-merged-Reseq.bam,0.070352204,4690256
519,432877037,4690256-merged-Reseq.bam,0.071855763,4690256
520,445817508,4690256-merged-Reseq.bam,0.076692179,4690256
521,458387864,4690256-merged-Reseq.bam,0.078256034,4690256
522,471101718,4690256-merged-Reseq.bam,0.081714243,4690256
523,483851808,4690256-merged-Reseq.bam,0.084796393,4690256
524,496598899,4690256-merged-Reseq.bam,0.089072912,4690256
525,509473583,4690256-merged-Reseq.bam,0.092041722,4690256
526,522122480,4690256-merged-Reseq.bam,0.095416513,4690256
527,534813985,4690256-merged-Reseq.bam,0.097600788,4690256
528,547582546,4690256-merged-Reseq.bam,0.101520062,4690256
529,560217359,4690256-merged-Reseq.bam,0.105024513,4690256
530,573081376,4690256-merged-Reseq.bam,0.107641971,4690256
531,585818438,4690256-merged-Reseq.bam,0.111479867,4690256
532,598491146,4690256-merged-Reseq.bam,0.114724771,4690256
533,611198752,4690256-merged-Reseq.bam,0.11766502,4690256
534,624072846,4690256-merged-Reseq.bam,0.122790903,4690256
535,636704305,4690256-merged-Reseq.bam,0.12512932,4690256
536,649419376,4690256-merged-Reseq.bam,0.128663693,4690256
537,662208573,4690256-merged-Reseq.bam,0.131826313,4690256
538,674900671,4690256-merged-Reseq.bam,0.135374061,4690256
539,687638720,4690256-merged-Reseq.bam,0.138000359,4690256
540,700357546,4690256-merged-Reseq.bam,0.141072761,4690256
541,713121835,4690256-merged-Reseq.bam,0.144570412,4690256
542,725820457,4690256-merged-Reseq.bam,0.148559956,4690256
543,738548269,4690256-merged-Reseq.bam,0.152338689,4690256
544,751263272,4690256-merged-Reseq.bam,0.155668824,4690256
545,763959841,4690256-merged-Reseq.bam,0.160279468,4690256
546,776692193,4690256-merged-Reseq.bam,0.162568695,4690256
547,789481805,4690256-merged-Reseq.bam,0.167403523,4690256
548,802269937,4690256-merged-Reseq.bam,0.169788862,4690256
549,814940173,4690256-merged-Reseq.bam,0.172738858,4690256
550,827718601,4690256-merged-Reseq.bam,0.177167025,4690256
551,840504159,4690256-merged-Reseq.bam,0.18028839,4690256
552,853294080,4690256-merged-Reseq.bam,0.184410994,4690256
553,865908282,4690256-merged-Reseq.bam,0.18743602,4690256
554,878584738,4690256-merged-Reseq.bam,0.191528476,4690256
555,891387361,4690256-merged-Reseq.bam,0.19445263,4690256
556,904149495,4690256-merged-Reseq.bam,0.198319087,4690256
557,916811537,4690256-merged-Reseq.bam,0.201207426,4690256
558,929590700,4690256-merged-Reseq.bam,0.205352925,4690256
559,942320800,4690256-merged-Reseq.bam,0.209180167,4690256
560,955026888,4690256-merged-Reseq.bam,0.212323293,4690256
561,967812449,4690256-merged-Reseq.bam,0.214692084,4690256
562,980498974,4690256-merged-Reseq.bam,0.219382972,4690256
563,993196074,4690256-merged-Reseq.bam,0.223090981,4690256
564,1005972158,4690256-merged-Reseq.bam,0.225824045,4690256
565,1018718399,4690256-merged-Reseq.bam,0.229666701,4690256
566,1031492612,4690256-merged-Reseq.bam,0.23275089,4690256
567,1044178251,4690256-merged-Reseq.bam,0.236560678,4690256
568,1056940755,4690256-merged-Reseq.bam,0.239943176,4690256
569,1069685750,4690256-merged-Reseq.bam,0.244004804,4690256
570,1082376091,4690256-merged-Reseq.bam,0.2478495,4690256
571,1095167373,4690256-merged-Reseq.bam,0.24993789,4690256
572,1107862062,4690256-merged-Reseq.bam,0.254381698,4690256
573,1120593754,4690256-merged-Reseq.bam,0.257721127,4690256
574,1133309173,4690256-merged-Reseq.bam,0.261090478,4690256
575,1146136672,4690256-merged-Reseq.bam,0.264768566,4690256
576,1158778126,4690256-merged-Reseq.bam,0.267708587,4690256
577,1171509568,4690256-merged-Reseq.bam,0.270639769,4690256
578,1184284419,4690256-merged-Reseq.bam,0.274730411,4690256
579,1196966992,4690256-merged-Reseq.bam,0.27736623,4690256
580,1209719485,4690256-merged-Reseq.bam,0.281281877,4690256
581,1222469587,4690256-merged-Reseq.bam,0.284543555,4690256
582,1235185337,4690256-merged-Reseq.bam,0.287462949,4690256
583,1247933502,4690256-merged-Reseq.bam,0.291241455,4690256
584,1260656637,4690256-merged-Reseq.bam,0.294681077,4690256
585,12420,4715948-A_S7_L001_MTBH37RV.fasta.sam.bam,0,4715948
586,12541055,4715948-A_S7_L001_MTBH37RV.fasta.sam.bam,0.000281308,4715948
587,25008754,4715948-A_S7_L001_MTBH37RV.fasta.sam.bam,0.000745999,4715948
588,37551606,4715948-A_S7_L001_MTBH37RV.fasta.sam.bam,0.001385006,4715948
589,50053881,4715948-A_S7_L001_MTBH37RV.fasta.sam.bam,0.002251145,4715948
590,12696,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0,4715948
591,12469408,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.000754613,4715948
592,24942854,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.001547308,4715948
593,37402162,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.002558522,4715948
594,49867532,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.003433728,4715948
595,62320560,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.004517478,4715948
596,74787372,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.005802973,4715948
597,87282902,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.006956994,4715948
598,99735554,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.007938512,4715948
599,112257249,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.009245314,4715948
600,124669765,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.010394802,4715948
601,137182450,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.011835118,4715948
602,149586611,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.013035381,4715948
603,162095000,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.014367571,4715948
604,174531525,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.015483057,4715948
605,187025522,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.016826354,4715948
606,199472170,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.018020271,4715948
607,211928345,4715948-B_S19_L001_MTBH37RV.fasta.sam.bam,0.019576646,4715948
608,12883,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0,4715948
609,12505610,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0.000719931,4715948
610,24995338,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0.001302495,4715948
611,37471284,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0.001694423,4715948
612,49976451,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0.002090204,4715948
613,62438169,4715948-C_S31_L001_MTBH37RV.fasta.sam.bam,0.002619952,4715948
614,11755,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0,5192056
615,12044060,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.001552069,5192056
616,24081721,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.003410607,5192056
617,36130777,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.0049221,5192056
618,48144649,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.006435179,5192056
619,60184537,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.008206446,5192056
620,72222707,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.009969553,5192056
621,84256064,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.011919669,5192056
622,96279962,5192056-A_S8_L001_MTBH37RV.fasta.sam.bam,0.014237458,5192056
623,13051,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0,5192056
624,12833273,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.001654527,5192056
625,25628786,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.00340426,5192056
626,38461028,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.004565761,5192056
627,51259031,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.006240009,5192056
628,64074312,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.008062732,5192056
629,76891718,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.010313424,5192056
630,89659949,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.011846678,5192056
631,102550260,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.013852331,5192056
632,115345591,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.016108916,5192056
633,128175513,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.018400864,5192056
634,141005606,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.02117065,5192056
635,153814715,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.022357539,5192056
636,166612704,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.025609697,5192056
637,179397828,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.028251637,5192056
638,192186210,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.031723673,5192056
639,205052939,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.033862613,5192056
640,217831642,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.036284221,5192056
641,230666510,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.03937589,5192056
642,243446565,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.041640183,5192056
643,256266380,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.044648435,5192056
644,269150724,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.048122058,5192056
645,281892489,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.05068874,5192056
646,294719770,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.054326026,5192056
647,307582787,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.056851679,5192056
648,320413186,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.059698309,5192056
649,333196586,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.063547539,5192056
650,346003594,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.066690211,5192056
651,358815066,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.069964584,5192056
652,371607793,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.07375669,5192056
653,384443745,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.076877148,5192056
654,397268913,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.080227912,5192056
655,410071148,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.083946121,5192056
656,422864716,5192056-A-Reseq_S7_L001_MTBH37RV.fasta.bam,0.087422465,5192056
657,12250,5192056-B_S20_L001_MTBH37RV.fasta.sam.bam,0,5192056
658,12327539,5192056-B_S20_L001_MTBH37RV.fasta.sam.bam,0.001036148,5192056
